视频id,视频标题,视频作者,地区,时间,干净评论,segmented,情感得分,情感标签
7421405814096727334,"星际迁移只是一个故事
但除此之外一定要谨慎
邓紫棋 邓紫棋IAMGLORIA世界巡回演唱会 邓紫棋演唱会 邓紫棋巡演日记",GEM鄧紫棋,陕西,2024-10-03 20:51,必须3号刷到看,"[('号', 'm'), ('刷到', 'v')]",0.10243359657094286,消极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,广东,2024-10-13 22:10,身体转一圈360围身转手机到我手上感谢,"[('身体', 'n'), ('转', 'v'), ('一圈', 'm'), ('360', 'm'), ('围身', 'v'), ('转', 'v'), ('手机', 'n'), ('手上', 's'), ('感谢', 'v')]",0.663856239201218,积极
7420638381417221415,焦土上开满了鲜花我们会好好守护它电影志愿军存亡之战,Jason张杰,河南,2024-10-01 16:41,ziii 去看,"[('ziii', 'eng'), (' ', 'x')]",0.5,积极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,湖北,2024-10-08 11:12,雷君儿  什么时候上柴油车,"[('雷君儿', 'nr'), (' ', 'x'), (' ', 'x'), ('柴油车', 'n')]",0.8991522246478523,积极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,辽宁,2024-10-09 20:23,开屏暴击 将军请我吃紫蛋了流泪,"[('开屏', 'n'), ('暴击', 'v'), (' ', 'x'), ('将军', 'n'), ('请', 'v'), ('吃', 'v'), ('紫', 'a'), ('蛋', 'n'), ('流泪', 'n')]",0.3594105463477082,消极
7394850201397251339,来来来 聊天,孙燕姿,浙江,2024-07-24 09:26,晴天 孙燕姿演唱会,"[('晴天', 'nz'), (' ', 'x'), ('孙燕姿', 'nr'), ('演唱会', 'n')]",0.421874597530976,消极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,广东,2024-10-14 00:12,哥们你谁啊不ins可怜,"[('哥们', 'n'), ('ins', 'eng'), ('可怜', 'v')]",0.35752873532235596,消极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,河南,2024-10-14 11:17,360中不中看,"[('360', 'm'), ('中', 'f'), ('中', 'f')]",0.7891272615153446,积极
7425245815997828363,霸王别姬,薛之谦,山西,2024-10-13 22:15,求抱抱求抱抱求抱抱爱听 多发,"[('求', 'v'), ('抱抱', 'v'), ('求', 'v'), ('抱抱', 'v'), ('求', 'v'), ('抱抱', 'v'), ('爱', 'v'), ('听', 'v'), (' ', 'x'), ('多发', 'm')]",0.8331888384997358,积极
7394850201397251339,来来来 聊天,孙燕姿,浙江,2024-08-05 16:51,迟到的生日快乐n期待你的演唱会我的青春爱心,"[('迟到', 'v'), ('生日快乐', 'l'), ('n', 'x'), ('期待', 'v'), ('演唱会', 'n'), ('青春', 'ns'), ('爱心', 'n')]",0.9999877038801819,积极
7394850201397251339,来来来 聊天,孙燕姿,广东,2024-07-25 01:16,爱你 注意身体色色,"[('爱', 'v'), (' ', 'x'), ('身体', 'n'), ('色色', 'n')]",0.9107929999261809,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,内蒙古,2024-10-14 12:12,从990开始一直关注希望能中感谢,"[('990', 'm'), ('关注', 'v'), ('希望', 'v'), ('中', 'f'), ('感谢', 'v')]",0.9535561489813448,积极
7394850201397251339,来来来 聊天,孙燕姿,贵州,2024-07-24 11:44,生日快乐 我姿,"[('生日快乐', 'l'), (' ', 'x'), ('姿', 'n')]",0.9564680829156991,积极
7424745702070275343,我爸的要账之路看人间温暖与真实人性,龙腾虎跃（龙殿俊）10号10点东北农产品,北京,2024-10-12 14:18,26名,"[('26', 'm'), ('名', 'n')]",0.29156674362680535,消极
7425245815997828363,霸王别姬,薛之谦,广东,2024-10-13 23:35,Uu 不7苦瓜,"[('Uu', 'eng'), (' ', 'x'), ('苦瓜', 'n')]",0.4737672181921908,消极
7420638381417221415,焦土上开满了鲜花我们会好好守护它电影志愿军存亡之战,Jason张杰,四川,2024-10-10 17:29,看了这电影的没几个没哭我旁边一个男的把眼镜取了抹泪我孩子12岁的哥哥也哭了6岁的妹妹也哭了我也是,"[('电影', 'n'), ('几个', 'm'), ('没哭', 'v'), ('旁边', 'f'), ('男', 'b'), ('眼镜', 'n'), ('取', 'v'), ('抹泪', 'n'), ('孩子', 'n'), ('12', 'm'), ('岁', 'm'), ('哥哥', 'ns'), ('哭', 'v'), ('岁', 'm'), ('妹妹', 'n'), ('哭', 'v')]",0.9993106145775614,积极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,浙江,2024-10-05 21:35,雷老师 你怎么最近老是骂人呀n而且还骂摩托仔看看,"[('雷', 'n'), ('老师', 'n'), (' ', 'x'), ('骂人', 'n'), ('n', 'eng'), ('骂', 'v'), ('摩托', 'nrt'), ('仔', 'zg')]",0.8258099393985547,积极
7394850201397251339,来来来 聊天,孙燕姿,湖南,2024-07-27 22:18,居然猛一看跟杨千嬅一样hh,"[('猛', 'd'), ('一看', 'u'), ('杨千嬅', 'nz'), ('hh', 'eng')]",0.9858399618574801,积极
7425255266205191476,面对似幻似真的蜃楼希望我们都可以放下执念拥有勇往直前的勇气抖音美好奇妙夜,卡布叻_周深,浙江,2024-10-13 22:04,深深我抢到苏州的票啦 苏州见,"[('深深', 'b'), ('抢到', 'v'), ('苏州', 'ns'), ('票', 'n'), (' ', 'x'), ('苏州', 'ns')]",0.5446222062311485,积极
7359369403386924303,"At this hearing I stand before my fellow members of The Tortured Poets Department with a summary of my findings
Album today
Fortnight music video tomorrow at 8pm et",Taylor Swift,山东,2024-10-10 22:43,荒野 大手子宕机,"[('荒野', 'n'), (' ', 'x'), ('手子', 'n'), ('宕机', 'nrt')]",0.6690945645587251,积极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,贵州,2024-10-13 01:26,哥 就你说的东北雨姐真实啊  捂脸捂脸捂脸,"[('哥', 'n'), (' ', 'x'), ('说', 'v'), ('东北', 'ns'), ('雨姐', 'nr'), ('真实', 'd'), (' ', 'x'), (' ', 'x'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n')]",0.0002776925472001146,消极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,浙江,2024-10-14 18:05,桃子起泡酒 泪奔,"[('桃子', 'n'), ('起泡', 'v'), ('酒', 'n'), (' ', 'x'), ('泪', 'n'), ('奔', 'v')]",0.9730771120013743,积极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,广西,2024-10-13 16:20,东北雨姐 真实吗,"[('东北', 'ns'), ('雨姐', 'nr'), (' ', 'x'), ('真实', 'd')]",0.8046499052777945,积极
7420638381417221415,焦土上开满了鲜花我们会好好守护它电影志愿军存亡之战,Jason张杰,重庆,2024-10-09 22:42,为了听杰哥片尾曲必须多看2遍,"[('听杰哥', 'nr'), ('片尾曲', 'n'), ('遍', 'v')]",0.7530563406099382,积极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,广东,2024-10-05 07:54,刷多了ai刷到本人都觉得是恶搞的捂脸捂脸捂脸,"[('刷多', 'v'), ('ai', 'eng'), ('刷到', 'v'), ('恶搞', 'a'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n')]",1.1496442172687082e-06,消极
7424785688056319244,10月12日东北雨姐虚假宣传被罚165万元 1个月掉粉近200万此前道歉视频已删东北雨姐带货橱窗已清空,九派新闻,湖南,2024-10-12 18:15,家人都在等假一赔万没想道你给来个假一赔ONE捂脸还是年轻le干饭人,"[('家人', 'n'), ('假', 'a'), ('赔', 'v'), ('万', 'm'), ('想', 'v'), ('道', 'q'), ('假', 'a'), ('赔', 'v'), ('ONE', 'eng'), ('捂', 'v'), ('脸', 'n'), ('年轻', 'a'), ('le', 'eng'), ('干饭', 'n')]",0.0031300912675128467,消极
7424745702070275343,我爸的要账之路看人间温暖与真实人性,龙腾虎跃（龙殿俊）10号10点东北农产品,湖北,2024-10-12 14:55,小孩哥脖子黑了  胰岛素抵抗了,"[('小孩', 'n'), ('哥', 'n'), ('脖子', 'n'), ('黑', 'a'), (' ', 'x'), (' ', 'x'), ('胰岛素', 'n'), ('抵抗', 'vn')]",0.7169873262500399,积极
7408476801258769674,黑神话悟空  瑞幸咖啡X黑神话悟空合作TVC正式发布,黑神话悟空,重庆,2024-10-02 03:58,能不能把107的bug改回来,"[('107', 'm'), ('bug', 'eng'), ('改回来', 'i')]",0.5490203744697533,积极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,山东,2024-10-03 18:31,雷总出一个红米su7吧小米是真买不起,"[('雷总', 'nr'), ('红米', 'nr'), ('su7', 'eng'), ('小米', 'n'), ('真', 'd'), ('买不起', 'v')]",0.9532860462474729,积极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,广东,2024-10-11 18:58,东莞虎门吃了56家馆子多数鱼都不是新鲜的尬笑还有酸菜鱼用美团优选7块一包的鱼片做的看这就是生意难做这完全是拿消费者当傻逼,"[('东莞', 'ns'), ('虎门', 'ns'), ('吃', 'v'), ('56', 'm'), ('家', 'm'), ('馆子', 'n'), ('鱼', 'n'), ('新鲜', 'ns'), ('尬', 'x'), ('笑', 'v'), ('酸菜鱼', 'n'), ('美团', 'n'), ('优选', 'v'), ('块', 'q'), ('一包', 'm'), ('鱼片', 'n'), ('做', 'v'), ('生意', 'v'), ('难', 'a'), ('做', 'v'), ('消费者', 'n'), ('傻', 'a'), ('逼', 'v')]",0.11946952063937,消极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,山西,2024-10-14 11:12,serendipity努力见汪苏泷版,"[('serendipity', 'eng'), ('努力', 'ad'), ('汪苏', 'nr'), ('泷', 'g'), ('版', 'n')]",0.9389553757136901,积极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,河北,2024-10-13 15:25,终于有人发这些了很多无良中介收房串串房甲醛超标专门骗大学生想租半年让签一年的合同骗人说只有一年的到时候不租了提前半个月跟他说就把押金退掉提前付的租金也退掉到日期了联系他就说一切按合同走押金也不退而且水电费巨贵报警警察管不了只能走法院但是刚毕业的大学生或者不是本地人因为两三千块钱不多又很少有告法院的我认识的很多大学生还有我本人都受骗过很无力女生自己又不敢怕被报复希望B太看到多关注一下流泪流泪流泪,"[('终于', 'd'), ('有人', 'r'), ('发', 'v'), ('无良', 'z'), ('中介', 'j'), ('收房', 'n'), ('串串', 'n'), ('房', 'n'), ('甲醛', 'nz'), ('超标', 'v'), ('骗', 'v'), ('大学生', 'n'), ('想', 'v'), ('租', 'v'), ('半年', 'm'), ('签', 'v'), ('一年', 'm'), ('合同', 'a'), ('骗人', 'n'), ('说', 'v'), ('一年', 'm'), ('到时候', 'l'), ('租', 'v'), ('提前', 'v'), ('半个', 'm'), ('月', 'm'), ('说', 'v'), ('押金', 'n'), ('退掉', 'v'), ('提前', 'v'), ('付', 'v'), ('租金', 'n'), ('退掉', 'v'), ('日期', 't'), ('说', 'v'), ('合同', 'a'), ('走', 'v'), ('押金', 'n'), ('不退', 'v'), ('水电费', 'n'), ('巨贵', 'a'), ('报警', 'n'), ('警察', 'v'), ('管不了', 'l'), ('只能', 'v'), ('走', 'v'), ('法院', 'n'), ('毕业', 'n'), ('大学生', 'n'), ('本地人', 'n'), ('两三千', 'm'), ('块钱', 'n'), ('不多', 'm'), ('告', 'v'), ('法院', 'n'), ('大学生', 'n'), ('受骗', 'v'), ('无力', 'n'), ('女生', 'n'), ('报复', 'v'), ('希望', 'v'), ('B', 'eng'), ('太', 'n'), ('关注', 'v'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n')]",8.881784197001252e-16,消极
7394850201397251339,来来来 聊天,孙燕姿,海南,2024-07-24 20:11,爱喝果粒橙 没味的鱼 不会勺子点球 08 谁艾特一下麋鹿捂脸捂脸捂脸,"[('爱喝', 'nr'), ('果粒', 'n'), ('橙', 'n'), (' ', 'x'), ('没味', 'v'), ('鱼', 'n'), (' ', 'x'), ('勺子', 'n'), ('点球', 'n'), (' ', 'x'), ('08', 'm'), (' ', 'x'), ('艾特', 'nr'), ('麋鹿', 'n'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n')]",9.943711977045133e-06,消极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,云南,2024-10-14 02:22,洛夏的洛安 香蕉魚 卿安 序瑾 这还是我担吗尬笑宕机宕机宕机宕机宕机,"[('洛夏', 'ns'), ('洛安', 'ns'), (' ', 'x'), ('香蕉', 'n'), ('魚', 'zg'), (' ', 'x'), ('卿安', 'nr'), (' ', 'x'), ('序', 'n'), ('瑾', 'nr'), (' ', 'x'), ('担', 'v'), ('尬', 'x'), ('笑', 'v'), ('宕机', 'nrt'), ('宕机', 'nrt'), ('宕机', 'nrt'), ('宕机', 'nrt'), ('宕机', 'nrt')]",0.8924855822497865,积极
7425255266205191476,面对似幻似真的蜃楼希望我们都可以放下执念拥有勇往直前的勇气抖音美好奇妙夜,卡布叻_周深,山东,2024-10-13 21:49,啊啊啊妈妈我出息了 五分钟前啊啊啊啊啊啊泣不成声,"[('啊啊啊', 'nr'), ('妈妈', 'n'), ('出息', 'v'), (' ', 'x'), ('五分钟', 'm'), ('前', 'f'), ('啊啊啊', 'nr'), ('啊啊啊', 'nr'), ('泣不成声', 'i')]",0.9892791575464244,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,河南,2024-10-14 11:21,拍照给力666666666,"[('拍照', 'v'), ('力', 'n'), ('666666666', 'm')]",0.7297249977060242,积极
7408476801258769674,黑神话悟空  瑞幸咖啡X黑神话悟空合作TVC正式发布,黑神话悟空,江苏,2024-10-08 10:47,要跑路了吗流泪怎么还不出dlc,"[('跑', 'v'), ('路', 'n'), ('流泪', 'n'), ('不出', 'v'), ('dlc', 'eng')]",0.7721947412768235,积极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,山东,2024-10-12 22:12,多的不说B太来临沂 打了个标签不全的零食店就走了就临沂那几个夜市买水果的还有某农贸那几个海鲜浪神 不说60也得40 哈哈哈,"[('说', 'v'), ('B', 'eng'), ('太', 'd'), ('临沂', 'ns'), (' ', 'x'), ('打了个', 'n'), ('标签', 'n'), ('全', 'a'), ('零食', 'n'), ('店', 'n'), ('走', 'v'), ('临沂', 'ns'), ('几个', 'm'), ('夜市', 'n'), ('买', 'v'), ('水果', 'n'), ('农贸', 'j'), ('几个', 'm'), ('海鲜', 'ns'), ('浪神', 'n'), (' ', 'x'), ('说', 'v'), ('60', 'm'), ('40', 'm'), (' ', 'x'), ('哈哈哈', 'o')]",0.1339344310041124,消极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,广西,2024-10-13 00:08,秩序 朴亦黑暗组织,"[('秩序', 'n'), (' ', 'x'), ('朴亦', 'nr'), ('黑暗', 'z'), ('组织', 'v')]",0.9921637526067598,积极
7424785688056319244,10月12日东北雨姐虚假宣传被罚165万元 1个月掉粉近200万此前道歉视频已删东北雨姐带货橱窗已清空,九派新闻,天津,2024-10-12 19:43,他不是假1赔万吗,"[('假', 'a'), ('赔', 'v'), ('万', 'm')]",0.13262281436098033,消极
7425255266205191476,面对似幻似真的蜃楼希望我们都可以放下执念拥有勇往直前的勇气抖音美好奇妙夜,卡布叻_周深,河北,2024-10-13 22:02,第2432条评论我许愿明年考研上岸加油加油求求了求求了,"[('2432', 'm'), ('条', 'n'), ('评论', 'n'), ('许愿', 'v'), ('明年', 't'), ('考研', 'vn'), ('上岸', 'f'), ('加油', 'v'), ('加油', 'v'), ('求求', 'v'), ('求求', 'v')]",0.9993034731026109,积极
7425245815997828363,霸王别姬,薛之谦,山西,2024-10-13 21:34,啊发呆  我竟然刷到了薛之谦  小鑫这么瘦了啊发呆发呆,"[('发呆', 'v'), (' ', 'x'), (' ', 'x'), ('刷到', 'v'), ('薛之谦', 'nr'), (' ', 'x'), (' ', 'x'), ('小鑫', 'nr'), ('瘦', 'a'), ('发呆', 'v'), ('发呆', 'v')]",0.9879027091451922,积极
7424785688056319244,10月12日东北雨姐虚假宣传被罚165万元 1个月掉粉近200万此前道歉视频已删东北雨姐带货橱窗已清空,九派新闻,河南,2024-10-12 23:48,我什么网络20241012才刷到,"[('网络', 'n'), ('20241012', 'm'), ('刷到', 'v')]",0.11979946691732823,消极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,湖南,2024-10-06 08:48,雷总 整个国庆在游戏圈很火啊捂脸,"[('雷总', 'nr'), (' ', 'x'), ('国庆', 't'), ('游戏', 'n'), ('圈', 'q'), ('很火', 'a'), ('捂', 'v'), ('脸', 'n')]",0.1760821277119522,消极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,重庆,2024-10-09 22:44,这肯定是AI配音不必理会,"[('肯定', 'v'), ('AI', 'eng'), ('配音', 'n'), ('理会', 'n')]",0.057075540613631404,消极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,上海,2024-10-14 03:56,360台才有我1台,"[('360', 'm'), ('台', 'q'), ('台', 'ns')]",0.3848396110752045,消极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,广西,2024-10-12 17:58,没点辣的怎么行 到家了,"[('没点辣', 'l'), ('行', 'zg'), (' ', 'x'), ('家', 'q')]",0.11828229275552926,消极
7425104623888895266,原神 芙宁娜生日快乐不如我让它们也给你做个造型如何,原神,黑龙江,2024-10-13 18:49,ʚ弗雷德里克重度依赖ɞ 脸疼脸疼脸疼脸疼,"[('ʚ', 'x'), ('弗雷德里克', 'nrt'), ('重度', 'n'), ('依赖', 'v'), ('ɞ', 'x'), (' ', 'x'), ('脸', 'n'), ('疼', 'v'), ('脸', 'n'), ('疼', 'v'), ('脸', 'n'), ('疼', 'v'), ('脸', 'n'), ('疼', 'v')]",0.011907945545353349,消极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,黑龙江,2024-10-14 10:30,韩夏五 哈哈哈,"[('韩夏', 'nr'), (' ', 'x'), ('哈哈哈', 'o')]",0.855948838728563,积极
7420638381417221415,焦土上开满了鲜花我们会好好守护它电影志愿军存亡之战,Jason张杰,山西,2024-10-04 22:25,15年的时候你来过一次运城的音乐节时隔10年明年25年可以再来一次运城吗那个时候还没有成年所以没法去真的很想让你再来一次运城,"[('15', 'm'), ('年', 'm'), ('运城', 'n'), ('音乐节', 'n'), ('时隔', 'n'), ('10', 'm'), ('年', 'm'), ('明年', 't'), ('25', 'm'), ('年', 'm'), ('运城', 'n'), ('没法', 'v'), ('真的', 'd'), ('想', 'v'), ('运城', 'n')]",0.47655858237649706,消极
7394850201397251339,来来来 聊天,孙燕姿,浙江,2024-09-21 20:06,姐  你的歌真的白听不厌 快20年了 大家都有自己的家庭 但是一听到你的歌 听到你的声音 其他事情就不想了 不自觉的就跟着唱,"[('姐', 'n'), (' ', 'x'), (' ', 'x'), ('歌', 'n'), ('真的', 'd'), ('听', 'v'), ('不厌', 'v'), (' ', 'x'), ('20', 'm'), ('年', 'm'), (' ', 'x'), ('家庭', 'n'), (' ', 'x'), ('听到', 'v'), ('歌', 'n'), (' ', 'x'), ('听到', 'v'), ('声音', 'n'), (' ', 'x'), ('事情', 'n'), ('不想', 'v'), (' ', 'x'), ('自觉', 'd'), ('跟着', 'v'), ('唱', 'v')]",0.9819151873823052,积极
7408476801258769674,黑神话悟空  瑞幸咖啡X黑神话悟空合作TVC正式发布,黑神话悟空,河南,2024-09-06 02:48,先别急着出DLC能不能先出个BOSS重复打的档啊就像空洞骑士寻神者那样或者只狼那样再战稀世强者,"[('先', 'd'), ('别急', 'a'), ('着出', 'v'), ('DLC', 'eng'), ('先', 'd'), ('BOSS', 'eng'), ('重复', 'd'), ('档', 'n'), ('空洞', 'n'), ('骑士', 'n'), ('寻', 'v'), ('神者', 'n'), ('狼', 'n'), ('再战', 'v'), ('稀世', 'n'), ('强者', 'n')]",0.9055059598636864,积极
7394850201397251339,来来来 聊天,孙燕姿,北京,2024-07-24 23:37,我已经42岁了流泪流泪流泪一直很爱你比心,"[('42', 'm'), ('岁', 'm'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('爱', 'v'), ('心', 's')]",0.999261846047552,积极
7425245815997828363,霸王别姬,薛之谦,江苏,2024-10-13 22:59,吃饭要紧 薛之谦你去给我录啊啊啊啊啊我要听 我靠胎牛逼了我靠啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,"[('吃饭', 'v'), ('要紧', 'v'), (' ', 'x'), ('薛之谦', 'nr'), ('录', 'v'), ('啊啊啊', 'nr'), ('听', 'v'), (' ', 'x'), ('胎', 'q'), ('牛', 'n'), ('逼', 'v'), ('啊啊啊', 'nr'), ('啊啊啊', 'nr'), ('啊啊啊', 'nr'), ('啊啊啊', 'nr'), ('啊啊啊', 'nr')]",0.999996055263246,积极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,广东,2024-10-14 00:14,M 你老公,"[('M', 'x'), (' ', 'x'), ('老公', 'nr')]",0.38794314890495996,消极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,福建,2024-10-09 20:12,Mirage之神,"[('Mirage', 'eng'), ('神', 'n')]",0.5787951414223784,积极
7421405814096727334,"星际迁移只是一个故事
但除此之外一定要谨慎
邓紫棋 邓紫棋IAMGLORIA世界巡回演唱会 邓紫棋演唱会 邓紫棋巡演日记",GEM鄧紫棋,河南,2024-10-07 23:07,不是哥们你直播关的真快啊0帧起手看,"[('哥们', 'n'), ('直播', 'vn'), ('关', 'v'), ('真快', 'a'), ('帧', 'q'), ('起手', 'v')]",0.6049644673633245,积极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,广东,2024-10-13 16:40,活鳕鱼我只在蟹堡王见过捂脸OK,"[('鳕鱼', 'n'), ('蟹', 'ng'), ('堡', 'ng'), ('王', 'nr'), ('捂', 'v'), ('脸', 'n'), ('OK', 'eng')]",0.13598720110715434,消极
7424162389303627044,耳边的新朋友竟然是它 字节豆包出品的耳机到底怎么样olafriend豆包 科技数码 蓝牙耳机智能耳机,影视飓风,江苏,2024-10-11 09:27,穷学生耳机只买得起几十的 坏了就换泣不成声泪奔,"[('穷学生', 'n'), ('耳机', 'n'), ('买得起', 'v'), ('几十', 'm'), (' ', 'x'), ('坏', 'a'), ('换', 'v'), ('泣不成声', 'i'), ('泪', 'n'), ('奔', 'v')]",0.7927144055069661,积极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,广东,2024-10-09 20:54,为什么肉里发酸都能解释成香茅哈哈 怀化广顺兴的小小鸽子也是说香茅味,"[('肉', 'n'), ('里', 'f'), ('发酸', 'n'), ('解释', 'v'), ('成', 'n'), ('香茅', 'ns'), (' ', 'x'), ('怀化', 'v'), ('广顺', 'nz'), ('兴', 'v'), ('小小', 'b'), ('鸽子', 'n'), ('说', 'v'), ('香茅', 'ns'), ('味', 'n')]",0.4819877597947073,消极
7424745702070275343,我爸的要账之路看人间温暖与真实人性,龙腾虎跃（龙殿俊）10号10点东北农产品,黑龙江,2024-10-13 08:49,你看跟着要钱太费劲了捂脸 我知道一个方法百试百灵 那些老无赖以后也不用龙兽医看病的 就给他们起诉了 法院的单子一到那些人手里 他们马上就会还钱  他们就害怕了 别整太费劲了 也别觉得等秋天冬天再还 无底洞 越放任越放肆 因为他们觉得你们是网红带货 不差那点欠的钱了 所以肯定也不会还钱的 大兄弟,"[('跟着', 'v'), ('要钱', 'v'), ('太', 'd'), ('费劲', 'a'), ('捂', 'v'), ('脸', 'n'), (' ', 'x'), ('方法', 'n'), ('百试', 'n'), ('百灵', 'n'), (' ', 'x'), ('无赖', 'v'), ('不用', 'v'), ('龙', 'n'), ('兽医', 'n'), ('看病', 'v'), (' ', 'x'), ('起诉', 'v'), (' ', 'x'), ('法院', 'n'), ('单子', 'n'), ('手里', 's'), (' ', 'x'), ('钱', 'n'), (' ', 'x'), (' ', 'x'), ('害怕', 'v'), (' ', 'x'), ('别整', 'a'), ('太', 'n'), ('费劲', 'a'), (' ', 'x'), ('也别', 'd'), ('秋天', 't'), ('冬天', 't'), (' ', 'x'), ('无底洞', 'ns'), (' ', 'x'), ('越', 'd'), ('放任', 'v'), ('越', 'd'), ('放肆', 'd'), (' ', 'x'), ('网', 'n'), ('红带', 'n'), ('货', 'n'), (' ', 'x'), ('差', 'a'), ('点', 'q'), ('欠', 'v'), ('钱', 'n'), (' ', 'x'), ('肯定', 'v'), ('钱', 'n'), (' ', 'x'), ('兄弟', 'n')]",9.002929791646075e-05,消极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,山东,2024-10-12 18:54,b太也是实话实说有啥说啥啊绝不向米妥协,"[('b', 'eng'), ('太', 'd'), ('实话实说', 'l'), ('说', 'v'), ('米', 'm'), ('妥协', 'v')]",0.5951881376572007,积极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,江苏,2024-10-11 19:30,BB88 王三平 kawhi XQT 伊甸天使,"[('BB88', 'eng'), (' ', 'x'), ('王三平', 'nr'), (' ', 'x'), ('kawhi', 'eng'), (' ', 'x'), ('XQT', 'eng'), (' ', 'x'), ('伊甸', 'ns'), ('天使', 'n')]",0.9593831826543292,积极
7424162389303627044,耳边的新朋友竟然是它 字节豆包出品的耳机到底怎么样olafriend豆包 科技数码 蓝牙耳机智能耳机,影视飓风,浙江,2024-10-11 01:42,价格1199捂脸,"[('价格', 'n'), ('1199', 'm'), ('捂', 'v'), ('脸', 'n')]",0.04784227550029296,消极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,山西,2024-09-29 23:52,B太你是我的神,"[('B', 'eng'), ('太', 'd'), ('神', 'n')]",0.36197491941613247,消极
